benchmark,task ,t0_3b,t0pp,falcon-7b-instruct,mpt-7b-instruct,alpaca-7b,alpaca-13b,flan-t5-small,flan-t5-base,flan-t5-large,flan-t5-xl,flan-t5-xxl,airoboros-13b,nous-hermes-13b,ultralm-13b,vicuna-13b,minotaur-15b
lmentry,all words from category,0.6537674418604651,0.8468720930232553,0.5763906976744188,0.4781972868217055,0.2849720930232558,0.28711860465116273,0.551920542635659,0.5996372093023258,0.6020414728682175,0.7154604651162796,0.8685906976744188,0.5434771317829459,0.6913937984496125,0.5549755813953495,0.1916279069767441,0.4774186046511628
lmentry,any words from category,0.5239382239382241,0.5610764478764484,0.5860216216216214,0.41049266409266416,0.19074864864864857,0.19830270270270264,0.5347216216216217,0.6400042471042471,0.7038216216216214,0.5743783783783789,0.614864864864865,0.3527355212355212,0.5367567567567572,0.5608864864864864,0.2197200772200772,0.4689266409266408
lmentry,ends with word,0.18956991150442473,0.24327876106194685,0.27203539823008843,0.267929203539823,0.14216283185840703,0.4028176991150442,0.26229469026548674,0.26510973451327435,0.21515176991150442,0.18770442477876112,0.20167964601769908,0.35963805309734526,0.30496858407079636,0.24020530973451323,0.3302513274336283,0.25359424778761064
lmentry,first alphabetically,0.4325384615384617,0.5313256410256408,0.4261196581196583,0.4016286324786325,0.3327316239316239,0.29770170940170937,0.4712264957264957,0.5182961538461538,0.5095683760683761,0.5260307692307691,0.5424568376068378,0.4104863247863248,0.3816136752136753,0.32217179487179487,0.3582209401709401,0.34288888888888897
lmentry,homophones,0.4286490566037734,0.48017094339622646,0.29012679245283013,0.34315999999999997,0.22406037735849058,0.2916950943396226,0.423371320754717,0.46240113207547173,0.4766981132075473,0.5566056603773587,0.7038135849056604,0.33339622641509437,0.2892011320754717,0.2273264150943396,0.19768452830188676,0.13622339622641508
lmentry,less letters,0.4659279166666667,0.53277,0.3876500000000001,0.45903999999999995,0.33766041666666663,0.3279929166666667,0.4735700000000001,0.4427929166666668,0.51720375,0.5733612499999999,0.63049,0.3783174999999999,0.4003125000000001,0.3334041666666667,0.275275,0.3197999999999999
lmentry,more letters,0.4708839662447257,0.5869658227848101,0.3943924050632912,0.47940337552742607,0.3115139240506329,0.3243341772151898,0.45796286919831236,0.5531189873417722,0.5753291139240506,0.6257772151898732,0.6901497890295365,0.3352586497890294,0.439831223628692,0.3439936708860759,0.2662666666666666,0.3027759493670886
lmentry,rhyming word,0.42057632653061217,0.4896416326530614,0.3104073469387755,0.35569469387755104,0.2990204081632653,0.3204514285714286,0.40866244897959186,0.40675755102040817,0.4577028571428572,0.5385714285714284,0.5417485714285714,0.2971322448979592,0.2972759183673469,0.13662693877551021,0.2937951020408163,0.09873061224489796
lmentry,word before,0.26709699570815454,0.2881416309012876,0.15907811158798285,0.2585459227467811,0.267793991416309,0.2238725321888412,0.27445150214592273,0.2601364806866953,0.33713261802575106,0.30454077253218886,0.34401287553648063,0.25395536480686703,0.25258454935622315,0.019611158798283262,0.28267982832618027,0.24210042918454935
lmentry,word not containing ,0.27168360896171545,0.2595711323521974,0.3141910686289384,0.17843776867445504,0.2225256663126486,0.2533758155059931,0.27669675820563394,0.17637055580842562,0.3668639053254437,0.5834976988823138,0.7924063116370819,0.2286071916249431,0.31595483740454167,0.3004286147777273,0.29303848682546924,0.267422748191979
big-bench-hard,causal_judgement,,0.6343572192513368,0.5230235294117647,0.4537834224598931,,0.6424930481283424,,,,0.633287165775401,0.6517112299465243,0.4092545454545454,0.5616593582887698,0.5292363636363637,0.6398181818181818,0.27399999999999997
big-bench-hard,disambiguation_qa,,0.4090978723404255,0.455997340425532,0.29011382978723405,,0.5385494680851065,,,,0.7225659574468083,0.7218787234042544,0.4980015957446809,0.44224893617021277,0.43581117021276583,0.5753957446808509,0.299936170212766
big-bench-hard,formal_fallacies,,0.4959847826086958,0.4915826086956522,0.271195652173913,,0.5159739130434782,,,,0.5322130434782607,0.5324923913043478,0.2410369565217391,0.3845739130434783,0.2747646739130435,0.4947847826086955,0.019602173913043478
big-bench-hard,geometric_shapes,,0.28935505617977525,0.282114606741573,0.23748089887640447,,0.29368539325842696,,,,0.33032247191011227,0.3669550561797753,0.3878674157303371,0.2374213483146067,0.16265168539325844,0.363276404494382,0.11141123595505617
big-bench-hard,hyperbaton,,0.32521548387096777,0.5396864516129032,0.42764709677419355,,0.5878916129032259,,,,0.6433225806451611,0.6588838709677421,0.6064283870967743,0.58108,0.5198064516129033,0.538283870967742,0.4016129032258065
big-bench-hard,logical_deduction_five_objects,,0.2917777777777777,0.27931164021164023,0.23545185185185186,,0.3770222222222221,,,,0.5354380952380953,0.5727,0.34782222222222225,0.2666666666666666,0.27815238095238093,0.39611904761904765,0.18490052910052912
big-bench-hard,logical_deduction_seven_objects,,0.29821935483870965,0.2333430107526882,0.1721543010752688,,0.2790833333333334,,,,0.5463844086021507,0.6574354838709678,0.2939698924731183,0.1993548387096774,0.23247526881720434,0.3567956989247312,0.17259516129032257
big-bench-hard,logical_deduction_three_objects,,0.3556235294117647,0.40782566844919793,0.3087486631016043,,0.48669090909090895,,,,0.6615914438502674,0.6967208556149734,0.4405090909090908,0.340855614973262,0.36069304812834224,0.4863823529411766,0.2868941176470588
big-bench-hard,movie_recommendation,,0.21345999999999996,0.28471777777777774,0.3376566666666667,,0.42126388888888905,,,,0.60686,0.6505177777777779,0.4880433333333332,0.4515861111111112,0.4116933333333333,0.6023699999999999,0.2726077777777778
big-bench-hard,navigate,,0.5793882352941176,0.5422817647058825,0.32936823529411763,,0.5260235294117647,,,,0.559551176470588,0.605,0.40445235294117643,0.5775982352941171,0.039378823529411765,0.5401517647058826,0.1437
big-bench-hard,penguins_in_a_table,,0.3009852459016394,0.28387868852459014,0.20718579234972676,,0.3474562841530055,,,,0.41621202185792355,0.5004398907103825,0.35420765027322404,0.24720382513661196,0.26909836065573767,0.41853114754098364,0.22844262295081966
big-bench-hard,ruin_names,,0.15506815286624204,0.2855745222929937,0.24581146496815287,,0.29937324840764334,,,,0.38091974522293,0.5628917197452231,0.2889910828025478,0.3793936305732484,0.2823286624203822,0.4217630573248408,0.2868611464968153
big-bench-hard,salient_translation_error_detection,,0.23073529411764707,0.2555823529411765,0.20092794117647061,,0.2503264705882353,,,,0.428510294117647,0.3628676470588235,0.28637647058823534,0.23500661764705882,0.1373764705882353,0.37661029411764707,0.11389338235294118
big-bench-hard,snarks,,0.1602777777777778,0.5322753086419754,0.4896944444444446,,0.526330864197531,,,,0.6577320987654324,0.7200493827160493,0.5099456790123457,0.4943722222222222,0.30679999999999996,0.6188425925925927,0.2860617283950617
big-bench-hard,sports_understanding,,0.5793664739884394,0.5850375722543354,0.3050763005780347,,0.6047815028901734,,,,0.6052786127167629,0.6078023121387284,0.49152601156069353,0.531421965317919,0.5220086705202311,0.6670005780346824,0.10662658959537571
big-bench-lite,bbq lite,0.33070868012862564,0.5350759441363392,,,0.34668094830970514,0.4885900277301581,0.3660715711047835,0.5296728427089649,0.595345202180018,0.6942865832081387,0.7537964567992489,,,,,
big-bench-lite,code line description,0.6207499895599996,0.7271944397872211,,,0.6982421875,0.82978515625,0.36600000000000005,0.5390000046199993,0.6837500001000001,0.7296111367538888,0.7567222515577777,,,,,
big-bench-lite,conceptual combinations,,0.7558676628716334,,,0.5939965516968269,0.6287290511448875,0.4461620706907126,0.598077105683759,0.6166148177480331,0.7565903059547238,0.7484525634977536,,,,,
big-bench-lite,hindu knowledge,0.32632653584489796,0.5487428680299999,,,0.5239943817840262,0.6441276939596459,0.3605877548586735,0.3324285711842857,0.3915183672873469,0.5052448980436735,0.57342857145,,,,,
big-bench-lite,known unknown,0.6336247753546785,0.7654773070708882,,,0.6473524371215275,0.7280816087126736,0.56238185232845,0.656958895594518,0.7081758034451796,0.6947069943123819,0.801039697465619,,,,,
