benchmark,task ,t0_3b,t0pp,falcon-7b-instruct,mpt-7b-instruct,alpaca-7b,alpaca-13b,flan-t5-small,flan-t5-base,flan-t5-large,flan-t5-xl,flan-t5-xxl,airoboros-13b,nous-hermes-13b,ultralm-13b,vicuna-13b,minotaur-15b
lmentry,all words from category,0.639339207048458,0.8707048458149772,0.5511453744493396,0.39788546255506607,0.1376651982378854,0.13929515418502195,0.5148458149779738,0.5605286343612336,0.5610132158590314,0.710969162995595,0.8861674008810575,0.5075770925110134,0.7145374449339207,0.4997356828193842,0.1629515418502202,0.45127753303964774
lmentry,any words from category,0.5024034334763949,0.5309012875536487,0.568712446351931,0.2854077253218884,0.1108154506437768,0.12450643776824037,0.5011587982832622,0.6360944206008585,0.7331330472103005,0.5842489270386273,0.6509442060085839,0.29648068669527894,0.5196566523605158,0.5396995708154505,0.10699570815450639,0.4013733905579397
lmentry,ends with word,0.11347619047619041,0.11452380952380946,0.04138095238095233,0.08547619047619048,0.03714285714285713,0.3929523809523809,0.14604761904761906,0.0971428571428571,0.11566666666666664,0.12247619047619049,0.19490476190476178,0.2262380952380953,0.12371428571428564,0.060714285714285665,0.1530952380952381,0.07085714285714283
lmentry,first alphabetically,0.351809045226131,0.4999497487437186,0.3149246231155782,0.2684422110552766,0.14412060301507532,0.15291457286432153,0.38572864321608014,0.4796482412060301,0.481959798994975,0.5133165829145726,0.5222110552763825,0.31015075376884427,0.24678391959798998,0.15291457286432167,0.1986432160804018,0.19105527638190967
lmentry,homophones,0.33204255319148906,0.4213191489361702,0.13795744680851055,0.1899148936170213,0.08582978723404255,0.09421276595744679,0.3109787234042553,0.3729787234042553,0.4112340425531917,0.5235319148936172,0.7145106382978723,0.18217021276595746,0.12021276595744683,0.021191489361702117,0.10859574468085106,0.011829787234042542
lmentry,less letters,0.40120772946859906,0.5081159420289854,0.26946859903381665,0.3825603864734298,0.16487922705314012,0.1601449275362319,0.4140579710144927,0.3868115942028987,0.4835265700483093,0.5520772946859901,0.6465700483091785,0.245990338164251,0.30917874396135286,0.18806763285024172,0.13154589371980677,0.1702415458937198
lmentry,more letters,0.4037142857142857,0.5686666666666667,0.28690476190476216,0.40338095238095234,0.16057142857142853,0.17447619047619042,0.37700000000000006,0.5344761904761905,0.5674761904761902,0.6218095238095236,0.7218571428571435,0.20980952380952378,0.3737142857142858,0.2558571428571429,0.128047619047619,0.19266666666666674
lmentry,rhyming word,0.3101826484018263,0.4457534246575346,0.17378995433789957,0.2113698630136987,0.10968036529680367,0.15228310502283104,0.3041095890410959,0.2842009132420091,0.3841095890410957,0.49981735159817325,0.49767123287671217,0.09867579908675793,0.09858447488584472,0.01493150684931505,0.15200913242009131,0.007168949771689503
lmentry,word before,0.15737777777777778,0.17568888888888903,0.028088888888888882,0.10142222222222216,0.08711111111111106,0.06386666666666668,0.15008888888888894,0.10684444444444442,0.2363555555555556,0.24031111111111114,0.2528888888888887,0.1698222222222224,0.05448888888888886,0.0004888888888888889,0.09622222222222224,0.0539111111111111
lmentry,word not containing ,0.05760607105898584,0.10089686098654706,0.2921697136943774,0.05260434632631941,0.10676095205243187,0.19868920317350827,0.1942048982407727,0.07071403932390478,0.3199379096240082,0.5941704035874434,0.8109692997585384,0.09175577785443259,0.2504311831666093,0.18609865470852033,0.19472231804070383,0.036391859261814416
big-bench-hard,causal_judgement,,0.6128758169934642,0.48163398692810444,0.35718954248366036,,0.6154248366013073,,,,0.6075163398692809,0.6333986928104578,0.28601307189542485,0.503006535947712,0.463856209150327,0.6179084967320265,0.06699346405228755
big-bench-hard,disambiguation_qa,,0.3362711864406779,0.39022598870056524,0.14446327683615812,,0.48870056497175157,,,,0.7174011299435022,0.7149152542372869,0.4248587570621471,0.3584745762711864,0.3318079096045196,0.5237853107344632,0.10570621468926553
big-bench-hard,formal_fallacies,,0.44876923076923086,0.4706923076923079,0.0976923076923076,,0.47276923076923066,,,,0.5325384615384614,0.5550769230769229,0.009769230769230771,0.278,0.036846153846153834,0.48061538461538456,0.00015384615384615385
big-bench-hard,geometric_shapes,,0.14327485380116955,0.14204678362573106,0.07549707602339176,,0.13345029239766082,,,,0.2521052631578945,0.27807017543859647,0.32660818713450307,0.09274853801169586,0.01345029239766082,0.28836257309941515,0.04865497076023389
big-bench-hard,hyperbaton,,0.19384615384615386,0.4862393162393164,0.3041025641025641,,0.5611965811965816,,,,0.6088034188034186,0.6476068376068377,0.5770085470085473,0.5235897435897436,0.44307692307692303,0.47863247863247865,0.29863247863247866
big-bench-hard,logical_deduction_five_objects,,0.1774,0.21419999999999997,0.12033333333333326,,0.3243999999999997,,,,0.5130000000000003,0.5416,0.2975333333333332,0.13886666666666664,0.17506666666666662,0.33686666666666676,0.0417333333333333
big-bench-hard,logical_deduction_seven_objects,,0.19793103448275864,0.1566896551724138,0.09462068965517237,,0.21441379310344824,,,,0.5223448275862068,0.6406206896551726,0.2509655172413794,0.057172413793103456,0.1342068965517242,0.29889655172413804,0.03841379310344825
big-bench-hard,logical_deduction_three_objects,,0.2410204081632652,0.35074829931972806,0.1670748299319727,,0.429047619047619,,,,0.642108843537415,0.6768027210884356,0.3878911564625849,0.224421768707483,0.27455782312925164,0.43687074829931993,0.11537414965986391
big-bench-hard,movie_recommendation,,0.08670731707317057,0.22774390243902426,0.2278658536585367,,0.3517073170731711,,,,0.5560365853658537,0.6117682926829269,0.42121951219512166,0.3573780487804879,0.3309756097560976,0.5657317073170728,0.09506097560975607
big-bench-hard,navigate,,0.556644736842105,0.49881578947368455,0.14098684210526313,,0.48506578947368423,,,,0.540394736842105,0.595,0.32486842105263164,0.5664473684210519,0.026447368421052563,0.4922368421052635,0.01605263157894737
big-bench-hard,penguins_in_a_table,,0.25013986013986034,0.2245454545454546,0.07755244755244751,,0.3137762237762239,,,,0.3728671328671328,0.47552447552447524,0.2866433566433566,0.11244755244755239,0.12706293706293706,0.371048951048951,0.06363636363636362
big-bench-hard,ruin_names,,0.08419580419580415,0.21335664335664342,0.15839160839160835,,0.2563636363636364,,,,0.3191608391608392,0.5204895104895109,0.2469930069930071,0.3435664335664335,0.19188811188811186,0.3351748251748252,0.12293706293706297
