benchmark,task ,t0_3b,t0pp,falcon-7b-instruct,mpt-7b-instruct,alpaca-7b,alpaca-13b,flan-t5-small,flan-t5-base,flan-t5-large,flan-t5-xl,flan-t5-xxl,airoboros-13b,nous-hermes-13b,ultralm-13b,vicuna-13b,minotaur-15b
lmentry,all words from category,0.6714713656387664,0.8718977973568274,0.5941903083700444,0.47437356828193833,0.27897885462555055,0.28025022026431706,0.5621497797356829,0.6051806167400882,0.5894484581497801,0.7288819383259915,0.8880440528634364,0.5668859030837006,0.7198466960352423,0.5586859030837011,0.19483348017621144,0.496149779735683
lmentry,any words from category,0.538318025751073,0.5747948497854082,0.612118454935622,0.4125527896995708,0.1827420600858369,0.19520085836909867,0.5488300429184552,0.6665021459227469,0.7380703862660944,0.5921639484978548,0.6509442060085839,0.36176781115879825,0.5517939914163095,0.5877476394849784,0.21844635193133047,0.4738828326180256
lmentry,ends with word,0.2219038095238095,0.27714761904761903,0.2484109523809524,0.23068809523809522,0.21667142857142854,0.4831847619047619,0.32614952380952383,0.23407142857142857,0.22832999999999998,0.18627809523809524,0.290667619047619,0.3118457142857143,0.24177714285714283,0.23732857142857144,0.33213333333333334,0.1381285714285714
lmentry,first alphabetically,0.45108542713567856,0.5428693467336684,0.43195175879397,0.40028090452261317,0.3271899497487437,0.286702512562814,0.4747517587939697,0.535278391959799,0.5262562814070353,0.5589226130653264,0.5564487437185933,0.4234874371859297,0.38541306532663316,0.32788643216080404,0.3541909547738692,0.3516859296482413
lmentry,homophones,0.4392255319148935,0.4904782978723404,0.2978089361702127,0.3497548936170213,0.228663829787234,0.2953697872340425,0.4253774468085106,0.47099574468085104,0.4905651063829788,0.5718663829787235,0.7347242553191489,0.34108510638297873,0.29684680851063827,0.22809319148936172,0.20116425531914897,0.13629276595744683
lmentry,less letters,0.47378840579710146,0.5532130434782607,0.40168115942029003,0.4752386473429951,0.3384763285024155,0.32839710144927536,0.48375362318840576,0.4541101449275363,0.5377217391304349,0.5948333333333331,0.6766903381642511,0.3867536231884056,0.4193840579710147,0.34164734299516925,0.27420579710144927,0.32417391304347826
lmentry,more letters,0.48416571428571425,0.6062799999999999,0.41083333333333355,0.491365238095238,0.3172114285714286,0.32722285714285715,0.4693400000000001,0.5771542857142857,0.6072333333333332,0.6558933333333332,0.741078571428572,0.3386533333333333,0.46486000000000005,0.36114428571428575,0.267057619047619,0.30996000000000007
lmentry,rhyming word,0.42711141552511406,0.49917945205479475,0.3210045662100457,0.36253972602739726,0.3058082191780822,0.3300155251141553,0.4102780821917808,0.4084365296803652,0.4663835616438355,0.5523812785388127,0.5572931506849313,0.30022465753424654,0.30134977168949767,0.1367890410958904,0.30488675799086756,0.06560182648401827
lmentry,word before,0.2679608888888889,0.28899111111111114,0.1592368888888889,0.25888355555555553,0.2687022222222222,0.22442133333333333,0.27543022222222224,0.26072711111111113,0.33880577777777776,0.3061057777777778,0.34558444444444436,0.25514844444444446,0.2532608888888889,0.019609777777777778,0.28401333333333334,0.24272977777777777
lmentry,word not containing ,0.2721362804149972,0.2867699737309947,0.31791466553453446,0.17468888476132352,0.22051370499111098,0.2982991482474064,0.2738676466686126,0.21244062939475145,0.3663332183511555,0.5941704035874434,0.8109692997585384,0.22943587974633162,0.32360628333377567,0.305635895666941,0.2949425531350334,0.2681959296309072
big-bench-hard,causal_judgement,,0.6367843137254903,0.5229477124183005,0.4596732026143792,,0.6428516339869282,,,,0.6330862745098038,0.6533790849673204,0.4123679738562092,0.5630346405228756,0.5330222222222224,0.6402568627450983,0.27587712418300653
big-bench-hard,disambiguation_qa,,0.41101016949152536,0.4559197740112996,0.2904960451977401,,0.5409813559322035,,,,0.7276248587570617,0.725735593220338,0.5007610169491526,0.45339999999999997,0.4431751412429377,0.573774011299435,0.30342372881355933
big-bench-hard,formal_fallacies,,0.5038861538461539,0.5099876923076925,0.27907692307692306,,0.5145784615384615,,,,0.5685992307692307,0.576496923076923,0.24171,0.39852000000000004,0.26862846153846154,0.5190507692307692,0.019603076923076924
big-bench-hard,geometric_shapes,,0.29004444444444444,0.2815368421052632,0.23730409356725146,,0.29338011695906435,,,,0.3313999999999999,0.36875087719298244,0.39010760233918135,0.23782456140350874,0.16269005847953216,0.3647122807017543,0.11143859649122806
big-bench-hard,hyperbaton,,0.3048230769230769,0.5394307692307693,0.4166974358974359,,0.5895658119658121,,,,0.6429145299145298,0.6698529914529915,0.6099658119658122,0.5793205128205129,0.5168307692307692,0.5367247863247863,0.4191794871794872
big-bench-hard,logical_deduction_five_objects,,0.28959,0.280302,0.23529333333333333,,0.37984799999999985,,,,0.5375100000000002,0.5743079999999999,0.353938,0.2761033333333333,0.28392266666666666,0.39909,0.18669866666666668
big-bench-hard,logical_deduction_seven_objects,,0.3016551724137931,0.23313931034482757,0.17187793103448276,,0.28036827586206897,,,,0.5465599999999999,0.655928275862069,0.2979089655172414,0.20179310344827586,0.23917793103448282,0.3595586206896553,0.17396689655172415
big-bench-hard,logical_deduction_three_objects,,0.3524489795918367,0.4097442176870749,0.3068299319727891,,0.48666666666666664,,,,0.6639183673469389,0.6967700680272111,0.4477244897959183,0.3622108843537415,0.38138775510204076,0.4806414965986396,0.29716462585034015
big-bench-hard,movie_recommendation,,0.21494390243902436,0.28450060975609753,0.3393036585365854,,0.4222365853658538,,,,0.6049878048780488,0.6402554878048781,0.49675609756097544,0.4579859756097561,0.4319512195121952,0.6042548780487802,0.2717231707317073
big-bench-hard,navigate,,0.5866526315789472,0.5473539473684212,0.3172736842105263,,0.5310394736842105,,,,0.5735486842105262,0.6222,0.42128026315789474,0.5834328947368417,0.0394578947368421,0.5492763157894739,0.14382894736842106
big-bench-hard,penguins_in_a_table,,0.3036461538461539,0.28350909090909093,0.20688811188811188,,0.34919720279720284,,,,0.4199188811188811,0.5090384615384613,0.35465734265734267,0.24875874125874123,0.26760139860139864,0.42349300699300696,0.2290909090909091
big-bench-hard,ruin_names,,0.15541328671328672,0.2858741258741259,0.24594965034965036,,0.29963636363636365,,,,0.38233916083916086,0.5658181818181821,0.29046783216783223,0.3827622377622377,0.28442307692307695,0.4238909090909091,0.2661986013986014
big-bench-hard,salient_translation_error_detection,,0.23056201550387595,0.25657984496124037,0.20240000000000002,,0.25046666666666667,,,,0.4317581395348837,0.3654,0.28886821705426363,0.2365860465116279,0.13753798449612403,0.3800511627906976,0.11392635658914729
big-bench-hard,snarks,,0.1603657894736842,0.5328750000000001,0.4904881578947369,,0.5270263157894736,,,,0.6606447368421055,0.7207894736842104,0.5099315789473684,0.49280526315789464,0.3035013157894737,0.6224013157894738,0.2847210526315789
big-bench-hard,sports_understanding,,0.586557664233577,0.5925437956204381,0.30884671532846714,,0.6141503649635038,,,,0.6137868613138685,0.6164489051094889,0.5149138686131388,0.5412700729927006,0.5351824817518249,0.6743175182481753,0.10686131386861314
big-bench-lite,bbq lite,0.33070868012862564,0.5350759441363392,,,0.34668094830970514,0.4885900277301581,0.3660715711047835,0.5296728427089649,0.595345202180018,0.6942865832081387,0.7537964567992489,,,,,
big-bench-lite,code line description,0.6207499895599996,0.7271944397872211,,,0.6982421875,0.82978515625,0.36600000000000005,0.5390000046199993,0.6837500001000001,0.7296111367538888,0.7567222515577777,,,,,
big-bench-lite,conceptual combinations,,0.7558676628716334,,,0.5939965516968269,0.6287290511448875,0.4461620706907126,0.598077105683759,0.6166148177480331,0.7565903059547238,0.7484525634977536,,,,,
big-bench-lite,hindu knowledge,0.32632653584489796,0.5487428680299999,,,0.5239943817840262,0.6441276939596459,0.3605877548586735,0.3324285711842857,0.3915183672873469,0.5052448980436735,0.57342857145,,,,,
big-bench-lite,known unknown,0.6336247753546785,0.7654773070708882,,,0.6473524371215275,0.7280816087126736,0.56238185232845,0.656958895594518,0.7081758034451796,0.6947069943123819,0.801039697465619,,,,,
big-bench-lite,language identification,0.14721525807626665,0.16163622972633332,,,0.16682869889913327,0.22369995028204442,0.09666851664513333,0.13951694302136664,0.22696208888888889,0.2860817422222222,0.35849708,,,,,
big-bench-lite,logic grid puzzle,,0.3894999985032611,,,0.2712662199126667,0.2986968820019999,0.29950599630333324,0.3280102219968889,0.3607916670833333,0.41150632745911103,0.43450244764088863,,,,,
big-bench-lite,logical deduction,0.27749280524279996,0.4660499911587998,,,0.26465223081880507,0.29628330809903625,0.20439320014419998,0.31335120441479997,0.477064,0.5267376,0.5818847999999999,,,,,
big-bench-lite,novel concepts,0.19202769886363635,0.3693181818181819,,,0.44069602272727276,0.23650568181818182,0.23579545454545453,0.20756392045454544,0.34090909090909094,0.3515625,0.5049715909090909,,,,,
big-bench-lite,play dialog,0.4701973000297955,0.5808002453165968,,,0.5033004778878084,0.5036503995853884,0.6213861705470601,0.5877753910165678,0.594522160376705,0.5669083037017013,0.5992910219798022,,,,,
big-bench-lite,strange stories,0.38350755348991866,0.5124437668917116,,,0.6387407281699903,0.6080704896015765,0.5867503797150716,0.45606654218382464,0.7027411890745331,0.7255574603499135,0.7860448568037797,,,,,
big-bench-lite,strategic qa,0.41710455347436215,0.5512438812312134,,,0.5546590684103859,0.6186896905612599,0.5270610072323824,0.5353950660136751,0.5688386949306062,0.64017903929,0.6270463759640339,,,,,
big-bench-lite,vitaminc fact verification,0.4227119266461823,0.6927165709365368,,,0.22694115776347737,0.3806799226729397,0.45287844328385496,0.6413839159380961,0.37081704896412926,0.7922564507460661,0.8054636481699133,,,,,
big-bench-lite,winowhy,0.3337220385204925,0.6316246482250275,,,0.5465194031683169,0.5748035097894052,0.5698638314447897,0.5996629982335194,0.562413875976985,0.6306480832932655,0.6289911974729164,,,,,
